class	vtable_rva	method_count	method_rvas
.?AVMaximumFirepowerAttackAbilityClass@@	0x8c94c8	32	0x706b60,0x48d340,0x706d80,0x18ceb0,0x707190,0x705cd0,0x13b7d0,0x48d320,0x13b7d0,0x13b7d0,0x17d070,0x17d070,0x48d310,0x6f5410,0x1fa90,0x48f1e0,0x48cdd0,0x48e9e0,0x48e2d0,0x48e3e0,0x13b7d0,0x13b7d0,0x48e3c0,0x707010,0x1fa90,0x13b7d0,0x35deb0,0x35deb0,0x706fe0,0x6f3ed0,0x706bb0,0x707130
.?AVMaximumFirepowerAttackAbilityClass@@	0x8c95d0	4	0x1f92b0,0x1f92c0,0x706b4c,0x1f9d0
.?AVPlanetDestructionAbilityClass@@	0x8c9600	32	0x707620,0x48d340,0x7079b0,0x17d070,0x1fa90,0x7079c0,0x13b7d0,0x48d320,0x13b7d0,0x13b7d0,0x17d070,0x17d070,0x48d310,0x1fa90,0x1fa90,0x48f1e0,0x48cdd0,0x48e9e0,0x48e2d0,0x48e3e0,0x13b7d0,0x13b7d0,0x48e3c0,0x1fa90,0x1fa90,0x13b7d0,0x35deb0,0x35deb0,0x13b7d0,0x52c940,0x707670,0x13b7d0
.?AVPlanetDestructionAbilityClass@@	0x8c9708	4	0x1f92b0,0x1f92c0,0x70760c,0x1f9d0
.?AVPlanetIncomeBonusAbilityClass@@	0x8c9738	32	0x707ac0,0x48d340,0x707fb0,0x17d070,0x1fa90,0x707fc0,0x13b7d0,0x48d320,0x13b7d0,0x13b7d0,0x17d070,0x17d070,0x48d310,0x1fa90,0x1fa90,0x48f1e0,0x48cdd0,0x48e9e0,0x48e2d0,0x48e3e0,0x13b7d0,0x703550,0x48e3c0,0x1fa90,0x1fa90,0x13b7d0,0x35deb0,0x35deb0,0x707ff0,0x708150,0x707b90,0x708020
.?AVPlanetIncomeBonusAbilityClass@@	0x8c9840	4	0x1f92b0,0x1f92c0,0x707aa8,0x1f9d0
.?AVPlanetIncomeGamblingAbilityClass@@	0x8c98b0	32	0x708210,0x48d340,0x708270,0x6f6bf0,0x708430,0x13b7d0,0x13b7d0,0x48d320,0x13b7d0,0x13b7d0,0x17d070,0x17d070,0x48d310,0x1fa90,0x1fa90,0x708840,0x48cdd0,0x48e9e0,0x48e2d0,0x48e3e0,0x13b7d0,0x7082b0,0x48e3c0,0x1fa90,0x1fa90,0x13b7d0,0x35deb0,0x35deb0,0x708280,0x708880,0x13b7d0,0x708330
.?AVPlanetIncomeGamblingAbilityClass@@	0x8c99b8	4	0x1f92b0,0x1f92c0,0x7081fc,0x1f9d0
.?AVPoliticalControlBonusAbilityClass@@	0x8c9b18	32	0x708a20,0x48d340,0x708dc0,0x17d070,0x1fa90,0x708dd0,0x13b7d0,0x48d320,0x13b7d0,0x13b7d0,0x17d070,0x17d070,0x48d310,0x1fa90,0x1fa90,0x48f1e0,0x48cdd0,0x48e9e0,0x48e2d0,0x48e3e0,0x13b7d0,0x703550,0x48e3c0,0x1fa90,0x1fa90,0x13b7d0,0x35deb0,0x35deb0,0x708e10,0x708fc0,0x708a80,0x708e40
.?AVPoliticalControlBonusAbilityClass@@	0x8c9c20	4	0x1f92b0,0x1f92c0,0x708a14,0x1f9d0
.?AVPoliticalControlProtectionAbilityClass@@	0x8c9d88	32	0x7090f0,0x48d340,0x709440,0x17d070,0x1fa90,0x709450,0x13b7d0,0x48d320,0x13b7d0,0x13b7d0,0x17d070,0x17d070,0x48d310,0x1fa90,0x1fa90,0x48f1e0,0x48cdd0,0x48e9e0,0x48e2d0,0x48e3e0,0x13b7d0,0x703550,0x48e3c0,0x1fa90,0x1fa90,0x13b7d0,0x35deb0,0x35deb0,0x13b7d0,0x52c940,0x709140,0x709470
.?AVPoliticalControlProtectionAbilityClass@@	0x8c9e90	4	0x1f92b0,0x1f92c0,0x7090dc,0x1f9d0
.?AVPoliticalTransitionBonusAbilityClass@@	0x8c9ec0	32	0x7095e0,0x48d340,0x709970,0x17d070,0x1fa90,0x709980,0x13b7d0,0x48d320,0x13b7d0,0x13b7d0,0x17d070,0x17d070,0x48d310,0x1fa90,0x1fa90,0x48f1e0,0x48cdd0,0x48e9e0,0x48e2d0,0x48e3e0,0x13b7d0,0x703550,0x48e3c0,0x1fa90,0x1fa90,0x13b7d0,0x35deb0,0x35deb0,0x7099b0,0x709b50,0x709640,0x7099e0
.?AVPoliticalTransitionBonusAbilityClass@@	0x8c9fc8	4	0x1f92b0,0x1f92c0,0x7095d4,0x1f9d0
.?AVRedirectBlasterAbilityClass@@	0x8ca030	32	0x709c30,0x48d340,0x70a090,0x17d070,0x1fa90,0x6ee950,0x13b7d0,0x48d320,0x13b7d0,0x13b7d0,0x17d070,0x17d070,0x48d310,0x1fa90,0x1fa90,0x48f1e0,0x48cdd0,0x48e9e0,0x48e2d0,0x48e3e0,0x13b7d0,0x13b7d0,0x48e3c0,0x1fa90,0x1fa90,0x13b7d0,0x35deb0,0x35deb0,0x70a0a0,0x70a0d0,0x709c90,0x13b7d0
.?AVRedirectBlasterAbilityClass@@	0x8ca138	4	0x1f92b0,0x1f92c0,0x709c18,0x1f9d0
.?AVReduceProductionPriceAbilityClass@@	0x8ca330	32	0x70a2e0,0x48d340,0x70a900,0x17d070,0x1fa90,0x70a910,0x13b7d0,0x48d320,0x13b7d0,0x13b7d0,0x17d070,0x17d070,0x48d310,0x1fa90,0x1fa90,0x48f1e0,0x48cdd0,0x48e9e0,0x48e2d0,0x48e3e0,0x13b7d0,0x70aa20,0x48e3c0,0x1fa90,0x1fa90,0x70a990,0x35deb0,0x35deb0,0x70a960,0x70af70,0x70a340,0x70ab50
.?AVReduceProductionPriceAbilityClass@@	0x8ca438	4	0x1f92b0,0x1f92c0,0x70a2c8,0x1f9d0
.?AVReduceProductionTimeAbilityClass@@	0x8ca498	32	0x70b0a0,0x48d340,0x70b6a0,0x17d070,0x1fa90,0x70a910,0x13b7d0,0x48d320,0x13b7d0,0x13b7d0,0x17d070,0x17d070,0x48d310,0x1fa90,0x1fa90,0x48f1e0,0x48cdd0,0x48e9e0,0x48e2d0,0x48e3e0,0x13b7d0,0x70b6e0,0x48e3c0,0x1fa90,0x1fa90,0x70a990,0x35deb0,0x35deb0,0x70b6b0,0x70bc30,0x70b100,0x70b810
.?AVReduceProductionTimeAbilityClass@@	0x8ca5a0	4	0x1f92b0,0x1f92c0,0x70b088,0x1f9d0
